ncalls, tottime, percall, cumtime, percall, filename:lineno(function)
70, 0.000, 0.000, 0.000, 0.000, ops.py:4411(_name_stack)
2, 0.000, 0.000, 0.000, 0.000, reaching_fndefs.py:75(__init__)
4, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_NewGraph}
9, 0.000, 0.000, 0.000, 0.000, traitlets.py:3352(validate_elements)
4, 0.000, 0.000, 0.000, 0.000, lock_util.py:52(__init__)
100, 0.000, 0.000, 0.000, 0.000, data_structures.py:489(_non_append_mutation)
1, 0.000, 0.000, 0.000, 0.000, {method, '__reduce_ex__' of 'object' objects}
66, 0.000, 0.000, 0.000, 0.000, traceable_stack.py:111(<genexpr>)
8/4, 0.000, 0.000, 0.000, 0.000, default_types.py:206(__hash__)
7, 0.000, 0.000, 0.000, 0.000, tensor_util.py:128(SlowAppendIntArrayToTensorProto)
82, 0.000, 0.000, 0.000, 0.000, ops.py:3674(building_function)
16, 0.000, 0.000, 0.000, 0.000, transformer.py:120(__enter__)
25, 0.000, 0.000, 0.000, 0.000, transformer.py:127(enter)
89, 0.000, 0.000, 0.000, 0.000, ops.py:452(op)
9, 0.000, 0.000, 0.000, 0.000, conversion.py:42(_is_known_loaded_type)
1, 0.000, 0.000, 0.000, 0.000, cond_v2.py:546(_make_inputs_match)
3, 0.000, 0.000, 0.000, 0.000, device_spec.py:315(_string_to_components)
80, 0.000, 0.000, 0.000, 0.000, ops.py:3361(_check_not_finalized)
23, 0.000, 0.000, 0.000, 0.000, weakref.py:428(__setitem__)
5, 0.000, 0.000, 0.000, 0.000, templates.py:107(__init__)
48, 0.000, 0.000, 0.000, 0.000, ops.py:5454(_distribution_strategy_stack)
88, 0.000, 0.000, 0.000, 0.000, ops.py:2583(graph)
2, 0.000, 0.000, 0.000, 0.000, cond_v2.py:383(_get_spec_for)
13, 0.000, 0.000, 0.000, 0.000, structure.py:302(<listcomp>)
3, 0.000, 0.000, 0.000, 0.000, traitlets.py:1982(_resolve_string)
1, 0.000, 0.000, 0.000, 0.000, copyreg.py:103(_slotnames)
1, 0.000, 0.000, 0.000, 0.000, ntpath.py:524(abspath)
5, 0.000, 0.000, 0.000, 0.000, deprecation.py:108(_call_location)
21, 0.000, 0.000, 0.000, 0.000, op_def_library.py:108(<listcomp>)
3, 0.000, 0.000, 0.000, 0.000, function_spec.py:715(_get_variable_specs)
9, 0.000, 0.000, 0.000, 0.000, std.py:115(__exit__)
51, 0.000, 0.000, 0.000, 0.000, op_def_library.py:99(_IsListValue)
41, 0.000, 0.000, 0.000, 0.000, constraints.py:372(get)
1, 0.000, 0.000, 0.000, 0.000, {built-in, method io.open}
1, 0.000, 0.000, 0.000, 0.000, cond_v2.py:670(_make_indexed_slices_indices_types_match)
26, 0.000, 0.000, 0.000, 0.000, {method, 'sub' of 're.Pattern' objects}
1, 0.000, 0.000, 0.000, 0.000, cond_v2.py:859(_copy_handle_data)
1, 0.000, 0.000, 0.000, 0.000, api.py:678(decorator)
13, 0.000, 0.000, 0.000, 0.000, variables.py:51(visit_Name)
11, 0.000, 0.000, 0.000, 0.000, structure.py:315(<listcomp>)
170, 0.000, 0.000, 0.000, 0.000, {method, 'HasField' of 'google.protobuf.pyext._message.CMessage' objects}
10, 0.000, 0.000, 0.000, 0.000, sre_parse.py:255(get)
34, 0.000, 0.000, 0.000, 0.000, op_def_library.py:83(_IsListParameter)
11, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:112(release)
1, 0.000, 0.000, 0.000, 0.000, nest.py:1252(<listcomp>)
58, 0.000, 0.000, 0.000, 0.000, base_layer.py:3201(<genexpr>)
7, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:160(__exit__)
6, 0.000, 0.000, 0.000, 0.000, context.py:2300(eager_mode)
2, 0.000, 0.000, 0.000, 0.000, traceable_stack.py:82(push_obj)
39, 0.000, 0.000, 0.000, 0.000, ops.py:5414(<dictcomp>)
3, 0.000, 0.000, 0.000, 0.000, variable_scope.py:1466(get_variable_scope)
5, 0.000, 0.000, 0.000, 0.000, genericpath.py:121(_splitext)
20, 0.000, 0.000, 0.000, 0.000, options.py:38(__eq__)
42, 0.000, 0.000, 0.000, 0.000, typing.py:1084(<genexpr>)
25, 0.000, 0.000, 0.000, 0.000, functools.py:65(wraps)
37, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_OperationOutputType}
21, 0.000, 0.000, 0.000, 0.000, op_def_library.py:382(_CheckOpDeprecation)
5, 0.000, 0.000, 0.000, 0.000, ops.py:4909(__exit__)
6, 0.000, 0.000, 0.000, 0.000, file_io.py:775(<listcomp>)
75, 0.000, 0.000, 0.000, 0.000, ops.py:2509(outputs)
6, 0.000, 0.000, 0.000, 0.000, context.py:1951(enable_run_metadata)
3, 0.000, 0.000, 0.000, 0.000, op_def_library.py:853(<listcomp>)
39, 0.000, 0.000, 0.000, 0.000, lock_util.py:121(__init__)
1, 0.000, 0.000, 0.000, 0.000, op_def_library.py:857(<listcomp>)
5, 0.000, 0.000, 0.000, 0.000, ops.py:4899(__enter__)
3, 0.000, 0.000, 0.000, 0.000, importstring.py:8(import_item)
3, 0.000, 0.000, 0.000, 0.000, auto_control_deps.py:268(__enter__)
17, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python._pywrap_tfe.TFE_OpNameGetAttrType}
63, 0.000, 0.000, 0.000, 0.000, origin_info.py:187(_absolute_lineno)
1, 0.000, 0.000, 0.000, 0.000, threading.py:802(__init__)
5, 0.000, 0.000, 0.000, 0.000, tf_logging.py:59(_logger_find_caller)
6, 0.000, 0.000, 0.000, 0.000, file_io.py:48(__init__)
38, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.GetOperationInputs}
64, 0.000, 0.000, 0.000, 0.000, context.py:1999(context_switches)
5, 0.000, 0.000, 0.000, 0.000, cache.py:39(has)
1, 0.000, 0.000, 0.000, 0.000, {built-in, method _thread.start_new_thread}
2, 0.000, 0.000, 0.000, 0.000, type_spec.py:880(type_spec_from_value)
2, 0.000, 0.000, 0.000, 0.000, call_trees.py:78(finalize)
1, 0.000, 0.000, 0.000, 0.000, op_def_library.py:196(_MakeShape)
3, 0.000, 0.000, 0.000, 0.000, <__array_function__, internals>:177(iscomplexobj)
29, 0.000, 0.000, 0.000, 0.000, func_graph.py:582(outer_graph)
8/3, 0.000, 0.000, 0.000, 0.000, qual_names.py:171(__str__)
1, 0.000, 0.000, 0.000, 0.000, ntpath.py:450(normpath)
26, 0.000, 0.000, 0.000, 0.000, typing.py:1149(<genexpr>)
2, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:1509(_get_spec)
6, 0.000, 0.000, 0.000, 0.000, cfg.py:285(reset)
47, 0.000, 0.000, 0.000, 0.000, traceable_stack.py:117(__len__)
2, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_GraphCopyFunction}
6, 0.000, 0.000, 0.000, 0.000, ast.py:1211(visit_Constant)
39, 0.000, 0.000, 0.000, 0.000, tensor_shape.py:100(dimension_value)
1, 0.000, 0.000, 0.000, 0.000, context.py:1180(_compute_gpu_options)
3, 0.000, 0.000, 0.000, 0.000, variable_scope.py:1453(get_variable_scope_store)
99, 0.000, 0.000, 0.000, 0.000, {method, 'remove' of 'set' objects}
3, 0.000, 0.000, 0.000, 0.000, inspect.py:2648(args)
3, 0.000, 0.000, 0.000, 0.000, conversion.py:214(is_in_allowlist_cache)
19, 0.000, 0.000, 0.000, 0.000, weakref.py:348(__new__)
1, 0.000, 0.000, 0.000, 0.000, ops.py:7334(set_int_list_attr)
16, 0.000, 0.000, 0.000, 0.000, transformer.py:124(__exit__)
18, 0.000, 0.000, 0.000, 0.000, ast.py:743(delimit)
21, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_GraphVersions}
6, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python._pywrap_tfe.TFE_ContextDisableRunMetadata}
1, 0.000, 0.000, 0.000, 0.000, traitlets.py:951(__new__)
2, 0.000, 0.000, 0.000, 0.000, call_trees.py:60(_consume_args)
3, 0.000, 0.000, 0.000, 0.000, inspect.py:2671(kwargs)
7, 0.000, 0.000, 0.000, 0.000, __init__.py:1689(isEnabledFor)
1, 0.000, 0.000, 0.000, 0.000, tempfile.py:468(__getattr__)
2, 0.000, 0.000, 0.000, 0.000, tempfile.py:138(rng)
2, 0.000, 0.000, 0.000, 0.000, liveness.py:40(__init__)
68, 0.000, 0.000, 0.000, 0.000, context.py:2278(anonymous_name)
7, 0.000, 0.000, 0.000, 0.000, func_graph.py:1320(<genexpr>)
38, 0.000, 0.000, 0.000, 0.000, registry.py:73(list)
24, 0.000, 0.000, 0.000, 0.000, nest.py:138(_sorted)
1, 0.000, 0.000, 0.000, 0.000, ops.py:7352(get_resource_handle_data)
48, 0.000, 0.000, 0.000, 0.000, ops.py:3357(_variable_creator_stack)
2, 0.000, 0.000, 0.000, 0.000, function_spec.py:358(validate_input_signature_with_argspec)
41, 0.000, 0.000, 0.000, 0.000, regularizers.py:438(get)
3, 0.000, 0.000, 0.000, 0.000, _weakrefset.py:111(remove)
6, 0.000, 0.000, 0.000, 0.000, variable_scope.py:1229(set_use_resource)
11, 0.000, 0.000, 0.000, 0.000, os.py:746(encodekey)
17, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:114(<listcomp>)
38, 0.000, 0.000, 0.000, 0.000, control_flow_util.py:187(GetContainingWhileContext)
8, 0.000, 0.000, 0.000, 0.000, variable_utils.py:37(_convert_resource_variable_to_tensor)
2, 0.000, 0.000, 0.000, 0.000, summary_ops_v2.py:1178(_check_create_file_writer_args)
4, 0.000, 0.000, 0.000, 0.000, composite_tensor_utils.py:27(flatten_with_variables)
42, 0.000, 0.000, 0.000, 0.000, transformer.py:137(level)
3, 0.000, 0.000, 0.000, 0.000, widget_float.py:51(_validate_max)
8, 0.000, 0.000, 0.000, 0.000, tensor_spec.py:106(__hash__)
3, 0.000, 0.000, 0.000, 0.000, utils.py:222(_is_ascii)
2, 0.000, 0.000, 0.000, 0.000, sre_parse.py:356(_escape)
1, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:503(_calc_mode)
40, 0.000, 0.000, 0.000, 0.000, base_layer.py:3205(<genexpr>)
1, 0.000, 0.000, 0.000, 0.000, gen_dataset_ops.py:1833(dummy_seed_generator)
8, 0.000, 0.000, 0.000, 0.000, data_structures.py:69(_should_wrap_tuple)
3, 0.000, 0.000, 0.000, 0.000, cache.py:46(__getitem__)
1, 0.000, 0.000, 0.000, 0.000, api.py:148(__init__)
11, 0.000, 0.000, 0.000, 0.000, sre_parse.py:234(__next)
30, 0.000, 0.000, 0.000, 0.000, context.py:269(pop)
6, 0.000, 0.000, 0.000, 0.000, object_identity.py:232(__len__)
30, 0.000, 0.000, 0.000, 0.000, ops.py:5388(_device_function_stack)
4, 0.000, 0.000, 0.000, 0.000, tensor_spec.py:34(sanitize_spec_name)
7, 0.000, 0.000, 0.000, 0.000, tensor_util.py:129(<listcomp>)
8, 0.000, 0.000, 0.000, 0.000, layer_utils.py:664(arg_positions)
17, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_GraphGetTensorShapeHelper}
2, 0.000, 0.000, 0.000, 0.000, traceable_stack.py:31(set_filename_and_line_from_caller)
11, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:185(cb)
19, 0.000, 0.000, 0.000, 0.000, reaching_definitions.py:200(visit_Name)
3, 0.000, 0.000, 0.000, 0.000, std.py:188(__format__)
1, 0.000, 0.000, 0.000, 0.000, function_wrappers.py:43(__init__)
1, 0.000, 0.000, 0.000, 0.000, copy.py:258(_reconstruct)
36, 0.000, 0.000, 0.000, 0.000, summary_ops_v2.py:121(<lambda>)
4, 0.000, 0.000, 0.000, 0.000, cfg.py:199(<dictcomp>)
2, 0.000, 0.000, 0.000, 0.000, ast.py:877(visit_Return)
22, 0.000, 0.000, 0.000, 0.000, sre_parse.py:165(__getitem__)
50, 0.000, 0.000, 0.000, 0.000, resource_variable_ops.py:542(name)
12, 0.000, 0.000, 0.000, 0.000, _weakrefset.py:86(add)
3, 0.000, 0.000, 0.000, 0.000, ops.py:6687(get_collection)
1, 0.000, 0.000, 0.000, 0.000, type_dispatch.py:49(add_target)
1, 0.000, 0.000, 0.000, 0.000, tf_stack.py:74(update)
3, 0.000, 0.000, 0.000, 0.000, utils.py:215(_supports_unicode)
5, 0.000, 0.000, 0.000, 0.000, __init__.py:634(formatMessage)
6, 0.000, 0.000, 0.000, 0.000, core.py:36(__init__)
20, 0.000, 0.000, 0.000, 0.000, inspect.py:64(ismodule)
39, 0.000, 0.000, 0.000, 0.000, _collections_abc.py:802(__init__)
11, 0.000, 0.000, 0.000, 0.000, ops.py:4087(get_operations)
42, 0.000, 0.000, 0.000, 0.000, op_def_library.py:249(_MaybeColocateWith)
2, 0.000, 0.000, 0.000, 0.000, conversion.py:222(cache_allowlisted)
39, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_OperationNumOutputs}
9, 0.000, 0.000, 0.000, 0.000, fromnumeric.py:70(<dictcomp>)
2, 0.000, 0.000, 0.000, 0.000, control_flow_util.py:69(GraphOrParentsInXlaContext)
2, 0.000, 0.000, 0.000, 0.000, composite_tensor_utils.py:47(flatten_with_variables_or_variable_specs)
3, 0.000, 0.000, 0.000, 0.000, inspect.py:2701(apply_defaults)
8, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.SetAttr}
1, 0.000, 0.000, 0.000, 0.000, cond_v2.py:737(_pack_sequence_as)
18, 0.000, 0.000, 0.000, 0.000, ast_util.py:29(__init__)
6, 0.000, 0.000, 0.000, 0.000, context.py:128(put)
3, 0.000, 0.000, 0.000, 0.000, cfg.py:281(__init__)
1, 0.000, 0.000, 0.000, 0.000, cond_v2.py:805(_check_same_outputs)
1, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:159(_path_isdir)
7, 0.000, 0.000, 0.000, 0.000, trace_type_builder.py:61(__init__)
5, 0.000, 0.000, 0.000, 0.000, ops.py:4934(_pop_control_dependencies_controller)
32, 0.000, 0.000, 0.000, 0.000, initializers_v2.py:1154(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, tf_stack.py:71(__init__)
4, 0.000, 0.000, 0.000, 0.000, re.py:203(sub)
3, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_FunctionToFunctionDef}
46, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.util._pywrap_utils.IsNestedOrComposite}
17, 0.000, 0.000, 0.000, 0.000, threading.py:1358(current_thread)
16, 0.000, 0.000, 0.000, 0.000, context.py:1101(rewriter_toggle)
41, 0.000, 0.000, 0.000, 0.000, tensor_shape.py:868(__bool__)
17/13, 0.000, 0.000, 0.000, 0.000, tensor_util.py:216(_GetDenseDimensions)
6, 0.000, 0.000, 0.000, 0.000, summary_ops_v2.py:259(as_default)
1, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:833(is_package)
13, 0.000, 0.000, 0.000, 0.000, ast.py:1188(visit_Name)
1, 0.000, 0.000, 0.000, 0.000, tempfile.py:110(_sanitize_params)
1, 0.000, 0.000, 0.000, 0.000, inspect.py:715(getabsfile)
24, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:129(<genexpr>)
33, 0.000, 0.000, 0.000, 0.000, data_structures.py:169(__init__)
2, 0.000, 0.000, 0.000, 0.000, device_spec.py:286(_get_combined_properties)
38, 0.000, 0.000, 0.000, 0.000, tensor_spec.py:87(dtype)
33, 0.000, 0.000, 0.000, 0.000, widget.py:314(_call_widget_constructed)
33, 0.000, 0.000, 0.000, 0.000, base_comm.py:131(on_msg)
7, 0.000, 0.000, 0.000, 0.000, dataset_ops.py:665(_metadata)
86, 0.000, 0.000, 0.000, 0.000, {method, '__exit__' of '_thread.lock' objects}
44, 0.000, 0.000, 0.000, 0.000, transformer.py:133(stack)
17, 0.000, 0.000, 0.000, 0.000, input_spec.py:104(<dictcomp>)
4, 0.000, 0.000, 0.000, 0.000, tf_inspect.py:374(isclass)
10, 0.000, 0.000, 0.000, 0.000, ops.py:4297(get_collection_ref)
39, 0.000, 0.000, 0.000, 0.000, errors_impl.py:83(message)
4, 0.000, 0.000, 0.000, 0.000, cfg.py:202(<dictcomp>)
5, 0.000, 0.000, 0.000, 0.000, ast.py:710(fill)
1, 0.000, 0.000, 0.000, 0.000, transpiler.py:186(instantiate)
19, 0.000, 0.000, 0.000, 0.000, weakref.py:353(__init__)
24, 0.000, 0.000, 0.000, 0.000, data_structures.py:655(__eq__)
1, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:658(_code_to_timestamp_pyc)
7, 0.000, 0.000, 0.000, 0.000, c_api_util.py:42(__init__)
1, 0.000, 0.000, 0.000, 0.000, cond_v2.py:893(verify_captures)
17, 0.000, 0.000, 0.000, 0.000, ops.py:511(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, ops.py:3962(as_graph_element)
5, 0.000, 0.000, 0.000, 0.000, __init__.py:628(usesTime)
2, 0.000, 0.000, 0.000, 0.000, __init__.py:384(__getattr__)
3, 0.000, 0.000, 0.000, 0.000, tensor_util.py:122(SlowAppendFloat32ArrayToTensorProto)
10, 0.000, 0.000, 0.000, 0.000, reaching_fndefs.py:81(init_state)
39, 0.000, 0.000, 0.000, 0.000, traitlets.py:1335(ignore)
1, 0.000, 0.000, 0.000, 0.000, random.py:117(__init__)
15, 0.000, 0.000, 0.000, 0.000, iostream.py:437(_is_master_process)
4, 0.000, 0.000, 0.000, 0.000, object_identity.py:199(add)
6, 0.000, 0.000, 0.000, 0.000, op_def_library.py:473(<genexpr>)
6, 0.000, 0.000, 0.000, 0.000, object_identity.py:234(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, getlimits.py:458(__new__)
5, 0.000, 0.000, 0.000, 0.000, device_spec.py:369(_components_to_string)
22, 0.000, 0.000, 0.000, 0.000, threading.py:1109(ident)
3, 0.000, 0.000, 0.000, 0.000, tf_inspect.py:379(isfunction)
3, 0.000, 0.000, 0.000, 0.000, tensor_util.py:277(_check_not_tensor)
1, 0.000, 0.000, 0.000, 0.000, function_utils.py:85(get_func_name)
10, 0.000, 0.000, 0.000, 0.000, __init__.py:791(filter)
3, 0.000, 0.000, 0.000, 0.000, cfg.py:492(exit_section)
2, 0.000, 0.000, 0.000, 0.000, tf_logging.py:205(vlog)
3, 0.000, 0.000, 0.000, 0.000, func_graph.py:1408(flatten)
4, 0.000, 0.000, 0.000, 0.000, cfg.py:326(_connect_nodes)
6, 0.000, 0.000, 0.000, 0.000, ast.py:1197(_write_constant)
30, 0.000, 0.000, 0.000, 0.000, tensor_spec.py:82(shape)
13, 0.000, 0.000, 0.000, 0.000, ast.py:765(set_precedence)
1, 0.000, 0.000, 0.000, 0.000, notebook.py:100(tqdm_notebook)
3, 0.000, 0.000, 0.000, 0.000, dir2.py:54(get_real_method)
2, 0.000, 0.000, 0.000, 0.000, handle_data_util.py:26(copy_handle_data)
1, 0.000, 0.000, 0.000, 0.000, transpiler.py:118(<listcomp>)
5, 0.000, 0.000, 0.000, 0.000, __init__.py:432(format)
3, 0.000, 0.000, 0.000, 0.000, std.py:155(__init__)
8, 0.000, 0.000, 0.000, 0.000, dataset_ops.py:4531(element_spec)
22, 0.000, 0.000, 0.000, 0.000, transformer.py:148(__getattr__)
5, 0.000, 0.000, 0.000, 0.000, tf_logging.py:40(_get_caller)
3, 0.000, 0.000, 0.000, 0.000, type_check.py:303(iscomplexobj)
3, 0.000, 0.000, 0.000, 0.000, tf_inspect.py:399(ismethod)
1, 0.000, 0.000, 0.000, 0.000, tensor_shape.py:1329(<listcomp>)
2, 0.000, 0.000, 0.000, 0.000, tensor_shape.py:1215(<genexpr>)
3, 0.000, 0.000, 0.000, 0.000, auto_control_deps.py:200(__init__)
12, 0.000, 0.000, 0.000, 0.000, context.py:2139(global_seed)
10, 0.000, 0.000, 0.000, 0.000, compat.py:123(as_str_any)
1, 0.000, 0.000, 0.000, 0.000, structured_function.py:242(<listcomp>)
5, 0.000, 0.000, 0.000, 0.000, ops.py:4864(__init__)
16, 0.000, 0.000, 0.000, 0.000, base_conv.py:400(_get_channel_axis)
72, 0.000, 0.000, 0.000, 0.000, {built-in, method from_bytes}
1, 0.000, 0.000, 0.000, 0.000, random.py:126(seed)
12, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:398(parent)
3, 0.000, 0.000, 0.000, 0.000, weakref.py:106(remove)
21, 0.000, 0.000, 0.000, 0.000, op_def_library.py:743(_CheckAllInputsUsed)
16, 0.000, 0.000, 0.000, 0.000, transformer.py:151(__setattr__)
1, 0.000, 0.000, 0.000, 0.000, tempfile.py:85(_infer_return_type)
2, 0.000, 0.000, 0.000, 0.000, tensor_util.py:543(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, context.py:152(__init__)
21, 0.000, 0.000, 0.000, 0.000, dataset_ops.py:263(_variant_tensor)
4, 0.000, 0.000, 0.000, 0.000, converter.py:178(uses)
215, 0.000, 0.000, 0.000, 0.000, {method, 'keys' of 'dict' objects}
6, 0.000, 0.000, 0.000, 0.000, utils.py:136(disable_on_exception)
2, 0.000, 0.000, 0.000, 0.000, function_spec.py:208(_make_default_values)
19, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:231(_verbose_message)
3, 0.000, 0.000, 0.000, 0.000, c_api_util.py:133(__init__)
1, 0.000, 0.000, 0.000, 0.000, monitoring.py:199(get_cell)
122, 0.000, 0.000, 0.000, 0.000, {method, '__exit__' of '_thread.RLock' objects}
5, 0.000, 0.000, 0.000, 0.000, tf2.py:35(enabled)
1, 0.000, 0.000, 0.000, 0.000, func_graph.py:1425(pack_sequence_as)
17, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:878(__exit__)
16, 0.000, 0.000, 0.000, 0.000, op_def_library.py:44(_AttrValue)
10, 0.000, 0.000, 0.000, 0.000, __init__.py:896(acquire)
1, 0.000, 0.000, 0.000, 0.000, tensor_shape.py:1220(<listcomp>)
91, 0.000, 0.000, 0.000, 0.000, {method, 'endswith' of 'str' objects}
1, 0.000, 0.000, 0.000, 0.000, api.py:155(get_effective_source_map)
16, 0.000, 0.000, 0.000, 0.000, reaching_fndefs.py:45(__init__)
16, 0.000, 0.000, 0.000, 0.000, transformer.py:130(exit)
3, 0.000, 0.000, 0.000, 0.000, utils.py:105(__init__)
2, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:560(_classify_pyc)
2, 0.000, 0.000, 0.000, 0.000, execute.py:180(make_type)
3, 0.000, 0.000, 0.000, 0.000, config_lib.py:58(get_action)
2, 0.000, 0.000, 0.000, 0.000, summary_ops_v2.py:320(_set_up_resource_deleter)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:274(__getattr__)
2, 0.000, 0.000, 0.000, 0.000, tensor_shape.py:1205(<genexpr>)
4, 0.000, 0.000, 0.000, 0.000, tensor_spec.py:51(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, control_flow_util_v2.py:128(maybe_propagate_compile_time_consts_in_xla)
5, 0.000, 0.000, 0.000, 0.000, threading.py:82(RLock)
2, 0.000, 0.000, 0.000, 0.000, reaching_definitions.py:177(__init__)
1, 0.000, 0.000, 0.000, 0.000, enum.py:977(__and__)
2, 0.000, 0.000, 0.000, 0.000, inspect_utils.py:45(isnamedtuple)
3, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:224(<listcomp>)
2, 0.000, 0.000, 0.000, 0.000, ast.py:758(require_parens)
4, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:351(__init__)
12, 0.000, 0.000, 0.000, 0.000, dtypes.py:95(as_numpy_dtype)
5, 0.000, 0.000, 0.000, 0.000, ops.py:4931(_push_control_dependencies_controller)
9, 0.000, 0.000, 0.000, 0.000, object_identity.py:236(__iter__)
22, 0.000, 0.000, 0.000, 0.000, transformer.py:187(__init__)
12, 0.000, 0.000, 0.000, 0.000, utils.py:171(__eq__)
3, 0.000, 0.000, 0.000, 0.000, ops.py:4322(get_collection)
4, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:523(_check_name_wrapper)
1, 0.000, 0.000, 0.000, 0.000, tf_inspect.py:394(isgeneratorfunction)
3, 0.000, 0.000, 0.000, 0.000, {built-in, method numpy.core._multiarray_umath.interp}
7, 0.000, 0.000, 0.000, 0.000, tf_logging.py:88(get_logger)
5, 0.000, 0.000, 0.000, 0.000, __init__.py:358(getMessage)
2, 0.000, 0.000, 0.000, 0.000, __init__.py:391(__getitem__)
11, 0.000, 0.000, 0.000, 0.000, os.py:740(check_str)
4, 0.000, 0.000, 0.000, 0.000, control_flow_util.py:64(InXlaContext)
1, 0.000, 0.000, 0.000, 0.000, control_flow_util_v2.py:263(output_all_intermediates)
155, 0.000, 0.000, 0.000, 0.000, {method, 'span' of 're.Match' objects}
12, 0.000, 0.000, 0.000, 0.000, threading.py:256(__enter__)
12, 0.000, 0.000, 0.000, 0.000, threading.py:259(__exit__)
3, 0.000, 0.000, 0.000, 0.000, tensor_shape.py:228(__eq__)
2, 0.000, 0.000, 0.000, 0.000, __init__.py:57(find_spec)
1, 0.000, 0.000, 0.000, 0.000, tf_should_use.py:171(_add_should_use_warning)
3, 0.000, 0.000, 0.000, 0.000, utils.py:74(__eq__)
1, 0.000, 0.000, 0.000, 0.000, tf_stack.py:98(update)
17, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:874(__enter__)
3, 0.000, 0.000, 0.000, 0.000, tensor_util.py:123(<listcomp>)
5, 0.000, 0.000, 0.000, 0.000, func_graph.py:1035(external_captures)
2, 0.000, 0.000, 0.000, 0.000, tensor_shape.py:286(assert_is_compatible_with)
2, 0.000, 0.000, 0.000, 0.000, ops.py:4362(get_all_collection_keys)
1, 0.000, 0.000, 0.000, 0.000, sre_compile.py:485(_get_literal_prefix)
12, 0.000, 0.000, 0.000, 0.000, inspect.py:700(<genexpr>)
1, 0.000, 0.000, 0.000, 0.000, context.py:180(config_proto_serialized)
8, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_NewBufferFromString}
6, 0.000, 0.000, 0.000, 0.000, summary_ops_v2.py:74(__init__)
23, 0.000, 0.000, 0.000, 0.000, function_spec.py:293(fullargspec)
6, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:284(<genexpr>)
4, 0.000, 0.000, 0.000, 0.000, func_graph.py:1040(internal_captures)
3, 0.000, 0.000, 0.000, 0.000, ops.py:1062(__index__)
16, 0.000, 0.000, 0.000, 0.000, traceable_stack.py:73(__init__)
19, 0.000, 0.000, 0.000, 0.000, activity.py:222(__init__)
5, 0.000, 0.000, 0.000, 0.000, cache.py:88(_get_key)
3, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:243(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, ops.py:3998(_as_graph_element_locked)
85, 0.000, 0.000, 0.000, 0.000, {built-in, method _thread.get_ident}
11, 0.000, 0.000, 0.000, 0.000, threading.py:268(_acquire_restore)
6, 0.000, 0.000, 0.000, 0.000, object_identity.py:190(_wrap_key)
6, 0.000, 0.000, 0.000, 0.000, traceable_stack.py:121(copy)
